,rooms,people,home_area (m^2),is_airconditioning_used,is_electronics_used,is_apartment,avg_monthly_income (Rs),children,is_city,electricity_bill (Rs),electricity_bill_prediction
699,3,3,905.05,1,0,1,45935.96,1,1,786.9905334,767.5673538743523
700,2,7,1047.0,0,1,1,3359.25,0,1,563.1202692,577.9091042875364
701,1,2,1091.52,0,0,0,38467.38,2,1,599.9171244,608.556608383053
702,1,6,558.97,0,1,1,26922.51,2,1,867.2113867999999,792.4401896358905
703,1,6,1119.47,0,1,1,16472.94,1,1,719.1523913,681.4460662965159
704,0,2,573.02,0,1,0,26570.86,1,1,541.1080977000001,571.5826336594569
705,0,4,1109.07,0,1,0,27082.45,2,1,779.8866628,718.0028397866615
706,1,6,849.33,0,0,1,21189.48,3,0,487.251743,536.1420388439901
707,2,6,799.96,1,1,1,32253.73,1,1,805.9709803,840.0209722393311
708,3,5,777.46,1,1,0,20678.7,1,0,452.21717639999997,500.38661353176076
709,2,2,984.38,0,1,0,30375.05,2,0,505.78587239999996,481.97304953536275
710,2,4,888.96,0,1,0,22313.49,0,1,635.0349123999999,547.2359244697313
711,1,6,847.09,0,1,1,30523.26,2,0,526.1979671,525.1431311217045
712,3,7,579.13,0,1,1,18816.96,2,0,587.9931666,536.7166469607963
713,2,4,768.52,1,0,0,12245.13,0,1,594.5649672000001,626.3608073247137
714,1,5,862.96,0,1,1,30335.85,0,0,235.08788859999999,363.61406753583674
715,2,5,648.93,0,1,0,25351.52,1,1,732.5346668,616.0246291832594
716,3,5,894.94,0,1,1,44634.72,0,1,636.1297172999999,600.3372118943173
717,2,5,961.45,1,1,0,13474.32,0,0,427.6573919,409.21166051922796
718,3,6,877.3,1,1,0,21952.31,2,1,810.6254767999999,885.8627873343554
719,2,1,834.1,0,1,0,20873.18,0,1,428.8262919,522.9098444987502
720,1,5,680.21,0,1,0,30484.49,0,1,495.1803516,529.0794091045541
721,3,6,785.44,1,1,0,33992.03,0,0,510.18759339999997,420.8862599881525
722,3,6,844.47,0,1,0,18796.71,0,1,450.43694180000006,517.6984924119176
723,0,5,715.93,0,1,1,20897.96,1,1,647.9434861000001,670.4039535908623
724,3,1,741.72,0,0,0,30486.35,3,0,540.5141363,439.29264442666425
725,1,6,1056.3,0,1,0,33057.16,2,1,650.9976783,714.9839999679571
726,2,2,775.24,1,0,0,34972.12,1,1,635.2988026,721.122064519648
727,3,6,681.24,0,1,1,16854.39,1,0,387.59382650000003,406.15652303538934
728,3,7,944.98,1,1,1,23591.03,1,1,805.4482994,813.7360149911815
729,2,4,1128.0,0,1,1,37439.39,1,1,644.1445341,658.958097878515
730,2,6,809.14,0,1,0,11989.09,1,1,574.6268913,620.407903108603
731,2,7,847.06,1,1,0,31317.85,1,0,645.1817179999999,550.0329953524362
732,2,2,924.05,1,0,0,37.78,0,1,669.4731767999999,625.9748379678139
733,0,4,638.7,0,0,1,22741.98,1,1,606.5647402000001,604.6268651595276
734,3,3,677.62,1,1,0,16189.31,2,0,702.7783759,642.7145271614452
735,1,6,789.43,0,1,1,45243.6,0,1,693.8246471,610.2936901117213
736,1,6,1113.17,0,1,0,22116.9,2,0,404.0829903,482.84004039716734
737,2,2,745.55,0,0,1,14794.44,0,1,408.83529280000005,470.7982777864339
738,3,4,485.29,1,0,0,25695.76,1,0,446.91259019999995,476.75492235912856
739,2,6,968.84,0,1,1,9788.09,1,1,768.370068,680.5766391814318
740,1,6,866.08,1,1,0,12959.37,1,1,781.5239132999999,806.5731722498435
741,3,10,496.23,0,1,0,15633.05,1,0,455.04924040000003,377.79440489791466
742,1,8,666.17,0,1,1,50110.52,2,1,742.3798151000001,789.0392987948113
743,2,5,503.2,1,1,0,21514.42,2,1,902.6304640000001,874.9214475404212
744,1,2,845.99,0,1,0,18394.7,0,1,571.0398786000001,519.9686446639113
745,2,6,756.78,1,0,0,25382.09,0,0,323.95767789999996,399.17345899995996
746,2,4,693.64,1,1,0,22786.52,1,1,821.4638294,800.9578911422992
747,3,6,1005.53,1,1,0,28894.24,3,1,917.2148836000001,980.3802447355235
748,3,4,882.3,1,1,1,22055.03,0,1,825.7049777000001,774.4232597393258
749,2,3,876.92,0,1,0,35764.37,1,1,581.4853803999999,584.9568860691514
750,1,6,701.75,0,1,0,17440.23,0,0,289.23763280000003,262.88443068251695
751,3,4,784.66,1,1,0,22990.62,1,0,413.45319720000003,499.54633244209964
752,2,3,808.05,0,1,1,11855.19,0,1,503.4281079,558.0217090176884
753,2,3,653.71,1,1,0,32657.08,0,0,486.0989181,418.47501984692167
754,3,1,593.11,1,0,0,36125.38,0,0,412.18319049999997,413.3492080250513
755,2,6,503.58,0,1,0,25547.56,3,0,509.1694236000001,504.96300931849373
756,3,10,885.17,1,1,0,40972.21,1,0,505.91843719999997,520.2800263243113
757,2,4,724.91,0,0,1,15450.67,0,1,532.1316101,470.0589276754421
758,3,6,510.57,0,1,1,25751.31,2,0,545.4339181,529.4561421346831
759,1,4,739.46,1,1,0,37974.81,3,0,785.6461325,745.50640959356
760,2,5,659.68,0,0,1,27161.28,1,1,587.5861556,599.7051144417171
761,0,4,591.84,0,1,0,26173.34,1,0,305.36883,358.4059709141098
762,4,7,877.12,0,1,0,38695.89,1,0,342.700941,378.84661747152364
763,3,4,854.5,0,1,1,-1177.42,2,1,694.5358411000001,753.1457547341666
764,2,6,824.3,0,1,0,33636.63,1,1,692.4349936000001,644.5660003504447
765,2,6,862.32,1,0,0,36173.24,1,1,765.0175452000001,726.5492104503562
766,0,7,775.05,1,0,1,19339.03,1,0,594.2070431,510.1184044695375
767,3,5,717.65,1,1,0,35729.31,0,0,416.2992859,418.2413674066972
768,1,-1,803.67,0,1,1,25087.46,0,1,484.60151399999995,558.7385255867797
769,4,3,812.58,0,1,1,28523.47,0,1,523.1900482,572.2955369608568
770,2,1,1010.53,1,0,0,22346.64,2,0,567.0330186000001,583.1965353302963
771,2,6,657.46,0,0,0,40556.07,3,1,725.7340411,692.5866491797075
772,4,4,813.22,0,1,1,17441.35,0,1,535.8048140999999,569.932829892916
773,2,4,749.95,0,1,0,48985.24,2,0,474.3424201,485.4600031788743
774,1,7,867.51,0,1,0,34397.74,1,1,654.6911119,657.8000044244083
775,3,4,603.76,0,0,1,27143.19,0,1,437.6546558,452.980816651544
776,2,4,780.69,1,1,0,13472.99,2,1,921.675717,876.0073246353215
777,1,7,889.51,0,1,1,42581.85,2,1,771.331685,774.5113673790839
778,4,6,956.65,1,0,1,22290.71,1,1,713.9166273,765.8625747611268
779,3,3,767.03,0,1,1,13983.43,0,1,670.8911292,568.0074605967809
780,3,6,844.71,1,1,1,31825.02,1,1,818.0911026,835.492899914501
781,1,5,1047.23,0,1,0,22144.56,0,1,508.1793159,544.2338776337859
782,2,6,665.98,0,0,0,20282.97,0,1,452.3685386,463.1059689257792
783,2,8,761.85,0,1,1,7716.81,3,1,800.3552675,852.8978451624918
784,2,4,923.94,0,1,0,35159.91,2,0,488.4036544,488.1647091658795
785,3,6,832.32,1,1,1,18419.07,0,0,475.02734560000005,496.3301769030371
786,3,8,946.75,0,1,0,15911.63,1,1,729.5291272999999,661.9395466415492
787,4,6,838.62,0,1,0,31661.56,0,0,267.7779516,276.5099189890998
788,3,4,895.81,0,1,0,21977.73,2,1,796.9563827000001,716.6400389870264
789,4,4,996.57,0,0,0,26294.83,0,1,376.6231262,451.212002472763
790,4,5,657.8,1,0,1,27780.65,1,0,489.33650769999997,492.32118265908525
791,2,9,990.99,1,1,0,22734.82,2,0,690.3913356,617.1183672408647
792,2,4,599.81,0,0,0,13762.18,1,0,264.2898436,297.2303517422187
793,0,8,811.26,0,1,0,20312.57,1,1,741.8148937000001,649.3347619142721
794,1,3,991.18,1,1,0,6049.17,0,0,458.24304900000004,410.71337878331326
795,2,10,858.17,1,0,0,13232.88,1,0,438.8596761,487.79800077153516
796,1,9,873.78,0,0,0,12998.57,0,0,262.134934,263.2468729441626
797,3,5,801.2,0,0,1,37571.74,0,0,345.5484398,291.5332902194313
798,2,5,802.11,0,1,0,10244.49,2,1,712.4547407,693.1672070349831
799,1,4,663.42,1,0,1,51774.67,2,1,894.5040945000001,835.3705846448004
800,2,6,748.92,0,0,1,16826.39,1,1,624.7858461,611.7802352591866
801,2,4,759.56,0,1,1,17279.51,1,1,668.4312012999999,655.0224048529357
802,2,5,975.06,0,1,1,14725.77,0,0,411.21900519999997,369.9071222414865
803,0,10,659.02,0,0,0,9712.83,0,1,408.76028310000004,464.5398301950199
804,3,5,802.68,0,0,0,27474.05,1,1,490.6354472,546.6329004184008
805,2,5,641.03,0,1,0,24266.75,0,1,503.5726532,525.9277537684985
806,3,5,901.75,1,0,0,33231.86,1,0,509.71946720000005,478.2187299578725
807,4,5,599.01,0,0,0,28939.04,2,0,432.1356836,385.3393811536058
808,1,3,878.66,0,1,0,36984.67,0,0,273.14602010000004,275.1598055554312
809,0,7,937.42,1,0,1,17018.37,0,1,706.5868972999999,729.8359858969596
810,3,7,669.21,0,0,0,7597.14,2,1,720.9411431,627.225157580501
811,2,1,901.34,0,1,0,39718.99,1,0,303.23986569999994,365.45810849508024
812,2,6,828.78,0,1,0,16265.12,1,1,613.4348304,625.7096378585059
813,1,2,972.73,1,0,1,28861.85,0,1,680.8111229,740.349261347302
814,2,3,693.11,0,1,0,25254.15,2,0,481.9605295,478.00273616443474
815,2,6,881.52,0,1,1,20805.04,1,1,621.9581262,673.0816097096861
816,1,4,747.96,0,0,0,32192.83,1,0,209.15750559999998,297.54277639332287
817,1,5,781.8,1,1,0,5681.86,0,0,329.75165939999994,408.74240356285867
818,1,4,897.21,0,0,0,32319.97,2,1,550.9329231,611.7299446054426
819,1,4,926.78,0,1,1,33504.17,0,1,616.5942507999999,600.1709961581159
820,3,3,901.47,1,1,1,19740.48,1,1,720.7078792000001,799.8851880255321
821,2,5,838.58,0,1,1,25174.6,0,1,643.2787613,590.7818203468524
822,2,7,801.08,0,1,0,25772.23,3,1,739.2765584,778.6849502000018
823,4,3,770.08,0,1,0,22386.58,2,1,714.0825767000001,705.4026340678205
824,1,7,744.79,1,0,1,21717.13,2,1,740.654246,833.1619840544158
825,5,6,862.18,1,1,1,42080.48,0,1,873.3151082,782.9540438091431
826,2,1,594.97,0,0,0,19945.75,1,1,432.05649680000005,513.288827803361
827,2,6,581.92,1,1,1,31671.12,0,1,701.5860156,737.8737310249137
828,3,5,828.86,0,1,1,32097.76,0,0,429.85873080000005,357.17538752372747
829,1,4,664.27,0,1,0,37591.87,2,1,760.3848419,706.6634512128034
830,3,5,980.25,0,1,1,9111.69,2,0,442.2453194,508.1244767405341
831,3,3,733.35,1,1,0,23763.85,0,1,714.2249699,687.6967434107805
832,1,4,793.23,0,0,0,32791.1,0,0,152.8064994,271.57088628703974
833,2,-1,594.82,0,1,0,34875.33,1,1,558.6983552,572.8411467884698
834,3,6,882.81,0,1,0,13983.82,1,1,559.1317316000001,633.812783114193
835,1,5,993.6,0,1,0,18839.05,0,1,491.2677888,526.7963600558655
836,4,0,856.25,1,0,0,24394.06,2,1,708.0228553,808.2505015085895
837,3,8,947.1,1,1,0,33000.41,1,0,525.4912471,520.1486690277683
838,1,5,755.23,0,1,0,27605.69,1,0,442.61479019999996,369.25250723245176
839,1,4,952.53,0,1,1,21533.11,1,1,600.6304807999999,644.8612761115307
840,0,3,906.35,0,1,0,13662.8,2,0,451.42383509999996,462.1372332423219
841,2,2,516.37,0,1,0,20040.11,2,0,530.8667088999999,478.6350670598926
842,4,3,906.07,1,1,0,31143.81,0,0,350.68890980000003,416.2535523823914
843,1,2,828.02,0,1,1,32351.24,0,1,567.7590954,576.7962546387781
844,2,2,1000.18,0,1,1,19160.32,2,1,831.5319977,749.0149659991554
845,3,1,940.05,0,1,1,24975.39,2,0,588.2533207,511.18384034708185
846,3,3,802.81,0,0,0,25520.17,2,1,541.0411806,616.241379271188
847,3,0,1175.71,1,1,1,40163.85,0,1,850.6174256,782.6942353687278
848,3,3,918.63,0,1,1,16998.43,3,0,516.1371736000001,568.5980435624111
849,1,5,587.69,0,1,0,20956.92,1,0,361.03017420000003,363.1752740778304
850,2,4,949.02,1,1,1,15645.13,2,1,908.4111717000001,911.4032782962969
851,3,5,912.62,1,1,0,19487.56,2,1,948.1244137,900.3579761708834
852,1,5,567.83,1,1,0,34357.78,1,0,416.0863173,532.2783549483537
853,3,5,852.77,1,0,0,42164.38,1,0,428.5338743,470.483806091914
854,3,5,808.27,0,1,1,42973.79,3,1,872.3510953,852.8978451624918
855,2,5,630.08,1,1,0,22784.23,0,1,609.2283984000001,684.4963224667596
856,2,5,1113.18,0,1,1,27659.79,3,0,601.3236612000001,570.6735021237945
857,3,5,785.79,1,1,1,33916.8,0,1,691.4960226,773.3258019111329
858,1,2,854.04,1,1,1,8560.56,0,0,387.2025774,472.18775464326495
859,1,5,667.43,0,1,0,16639.28,1,1,651.8485741000001,613.5047744242897
860,0,7,478.33,0,1,1,19062.14,0,1,502.3623706,589.5465549572523
861,2,5,701.43,1,1,1,12857.82,0,0,366.9756201,453.15161465476126
862,2,5,1000.44,0,1,0,28649.43,1,0,285.7052733,358.8058115127205
863,3,4,887.57,0,1,0,23856.6,0,1,601.7798412000001,551.4248210562557
864,2,6,637.27,0,0,0,28094.45,0,1,485.9354521000001,461.4096820378629
865,3,4,733.62,0,1,1,30381.49,2,1,749.1383063,773.5072827892847
866,3,5,761.19,0,0,1,33356.46,2,0,537.5937521000001,459.293117905145
867,2,7,840.13,0,1,1,35397.42,2,1,761.2642415,774.5197782982146
868,2,5,739.0,1,0,1,23731.51,0,0,368.26102230000004,447.6737249108038
869,2,6,488.35,0,0,1,12436.41,1,1,580.2561579,603.593518260651
870,0,3,1024.82,0,1,1,28876.67,1,1,613.7702422,641.5775178363073
871,2,6,965.2,0,1,0,33363.39,1,1,745.8097632,667.4564179672037
872,0,5,968.65,1,1,1,47904.37,3,1,1094.762145,1025.3726070742234
873,3,6,838.25,0,1,1,22592.39,0,1,651.2505702999999,595.4158661777117
874,1,3,610.17,0,1,0,28660.04,1,1,529.752567,570.9112893587346
875,3,7,532.29,0,1,1,20281.78,0,0,339.46617280000004,364.761739738837
876,1,6,984.05,1,0,1,9627.81,1,0,565.4874221,518.6569918837411
877,3,4,873.78,0,1,1,5565.5,0,0,299.99223670000003,339.52174001411913
878,2,4,777.78,0,1,0,25425.08,2,1,679.6670644,700.0472716535837
879,2,6,705.26,1,1,0,22377.23,2,1,804.4602565,861.8374597806982
880,3,3,647.53,0,1,1,33074.14,3,0,527.2751089,569.9651345962648
881,2,3,952.8,0,1,1,39609.7,2,1,856.2314301000001,769.1770517007791
882,1,6,622.23,1,1,0,27623.69,0,1,680.8628705,690.7204647643761
883,1,7,970.66,0,1,1,26338.22,3,1,802.164383,852.8978451624918
884,0,6,918.08,0,1,0,19449.26,0,0,225.8297233,270.83128967438944
885,1,1,808.88,1,0,0,19741.17,2,1,813.7427877,807.6438722597485
886,2,4,755.45,0,0,1,31312.08,2,0,531.6564844,459.9409877325685
887,2,8,626.27,0,1,0,4577.68,3,0,533.2605305,498.4956152352835
888,2,5,563.0,0,0,0,34857.7,1,1,501.5592067,542.6751550423496
889,0,6,817.24,1,1,0,23889.94,2,1,913.1323358,868.7467177245137
890,1,6,896.96,0,1,1,11184.97,1,1,708.0589312000001,685.2468732089444
891,3,7,874.27,0,1,0,31211.12,0,1,642.4982494,559.6086402094203
892,2,6,1034.24,1,1,1,7775.47,1,1,823.7567113,822.9732485697111
893,1,5,898.03,1,1,0,11325.19,3,1,1030.525958,981.5935173491114
894,1,6,880.51,1,1,1,32511.01,2,1,987.8537637000001,930.3497265521924
895,1,4,905.65,0,1,0,56355.95,2,0,576.9982862,489.36241450441446
896,3,5,646.24,1,1,1,19332.0,3,0,849.4272911,745.4291347072328
897,3,7,673.25,0,0,0,20910.94,2,1,619.8681172,627.225157580501
898,1,6,702.43,1,0,0,24957.63,2,1,874.6551407,816.5492127810935
899,2,5,778.53,0,1,0,28011.26,0,1,471.6859469,538.6374788770368
900,3,2,603.58,0,1,0,28243.32,0,0,224.5919176,249.73845535108427
901,3,1,1077.31,0,1,1,8382.92,1,1,649.7085257,646.0062957399628
902,0,5,868.31,1,0,0,31608.86,0,0,271.69139889999997,408.0126356427048
903,2,9,746.65,0,1,1,23299.5,2,1,820.8426312999999,770.8508198399187
904,0,6,925.72,0,1,0,30721.85,0,0,348.1411043,282.75896324711147
905,2,9,674.48,1,1,1,27319.21,2,1,905.8731672,921.5993599749365
906,2,6,905.64,1,1,0,28407.03,0,1,641.2404715,687.280996769533
907,0,5,999.06,0,1,0,30210.45,1,1,732.9088264,669.7318611109138
908,3,4,854.33,0,1,0,18918.92,3,1,787.4450969,778.6849502000018
909,2,5,813.5,0,1,0,33164.3,1,1,596.5393002999999,646.7457763224295
910,3,4,505.88,0,0,1,24826.06,3,0,620.8044324,537.9818169514062
911,2,4,761.86,0,1,1,7353.41,0,0,364.9502191,336.7296202841636
912,2,2,767.74,1,1,0,17477.31,3,0,716.031236,744.4348544332685
913,2,1,752.08,1,1,0,30477.09,1,0,546.5076831,530.0581330880112
914,2,7,1025.06,1,0,1,17823.67,1,0,609.1034722,517.5184734834077
915,3,6,753.75,1,1,1,11728.32,4,1,1102.994109,1019.4161803824646
916,1,5,861.68,1,1,0,35897.48,1,0,544.2242352000001,536.5003454720703
917,1,3,811.09,0,1,1,36398.05,1,0,522.8355157,443.2163806835621
918,2,6,901.94,1,1,1,33624.6,2,0,688.1587973999999,668.1416655958283
919,2,9,983.6,1,1,0,26546.3,2,0,598.14145,621.2473427721578
920,0,7,926.45,1,0,1,27785.45,2,1,774.0506127,827.2767914822305
921,2,3,513.97,1,0,0,24447.93,2,0,482.3048555,585.5295127604918
922,2,6,742.55,1,1,1,25114.88,1,0,599.9276294,594.9770664124342
923,3,6,767.65,0,1,0,35282.36,2,0,524.3016383,493.66891878318563
924,3,5,711.94,0,1,0,18470.96,1,1,716.9022033,625.0158171915681
925,3,6,847.1,1,1,0,32952.39,0,1,693.158645,688.0963558006613
926,3,5,698.63,0,1,1,26337.36,1,1,731.2069996,679.7852866017065
927,4,4,729.31,0,1,1,10395.27,0,0,305.99956910000003,334.0961614280049
928,1,5,1023.66,0,1,0,12826.64,1,1,721.5493629,653.8795940773292
929,1,3,802.89,1,1,0,21307.33,1,1,765.879138,794.9127966827358
930,1,8,841.62,1,1,0,23764.01,2,0,603.7833777000001,624.9806107265949
931,2,5,879.25,0,0,1,12596.85,0,0,272.79138789999996,292.367960972888
932,2,5,367.73,0,0,0,14814.95,0,0,87.8518497,219.71586200607308
933,2,3,457.71,0,1,0,10398.38,2,0,456.7958156,468.16962582983876
934,3,4,1025.59,0,1,1,41559.87,0,0,272.57417319999996,356.4612866604421
935,2,2,639.22,0,1,0,29826.67,1,1,560.0940142000001,570.9006909184462
936,3,5,912.02,1,1,0,33736.56,0,0,353.0244501,419.18137604121694
937,3,6,1112.99,0,1,1,15430.48,0,0,446.559878,379.96068137201604
938,0,10,1019.64,0,1,0,6031.98,2,1,819.6897325,707.9097601960297
939,2,0,708.78,0,1,1,24223.22,2,1,693.0780987,754.6021568735871
940,2,4,841.29,1,1,0,6165.27,2,0,546.7350102999999,620.6558585256611
941,2,4,758.89,1,1,0,12919.84,1,0,576.2154416000001,530.0690820775759
942,1,5,668.13,1,1,0,15481.44,1,1,658.3791722999999,785.0969357974615
943,4,5,470.52,0,1,0,22726.77,2,1,671.1305381,700.1495335532859
944,2,4,953.72,0,1,0,27690.35,1,1,555.6780785,605.4059719348813
945,3,0,772.57,1,1,1,12317.68,0,1,816.3237989,769.982167918248
946,2,6,780.34,0,1,1,41016.55,1,0,411.9113289,446.4718586043162
947,3,8,1024.32,0,1,0,29350.88,2,1,760.0749706,710.6053109457196
948,1,4,1025.35,1,1,1,12059.17,1,0,675.4361882000001,603.2166617172355
949,0,5,795.34,1,1,0,22724.75,2,0,678.2539839,635.7765989949343
950,2,5,945.22,1,1,1,13217.15,2,1,815.1687753,910.5162016665622
951,1,4,912.46,1,1,0,26579.64,2,1,976.1715232,888.0354017843697
952,2,7,697.37,0,1,1,18812.34,1,1,634.8459632,676.6037624205871
953,2,8,983.43,0,0,1,22657.68,4,0,529.1219825000001,536.1623176770968
954,2,2,819.78,1,1,0,21991.53,0,1,636.8844293,688.3151666412833
955,2,5,678.51,0,1,1,14150.45,1,0,395.4033332,406.5082812974441
956,2,3,527.7,0,1,0,43204.74,1,1,575.0037374,572.9943604885127
957,2,9,863.06,1,1,1,22622.14,1,1,812.9828301,821.4094480809772
958,3,5,692.49,1,1,1,39477.18,1,0,690.1026345,589.7228093785332
959,2,5,670.01,1,1,1,36959.48,1,0,539.030565,588.6739016588667
960,3,7,710.0,1,1,1,19662.06,0,0,547.8579187999999,482.69539534078075
961,2,5,954.01,0,0,1,27990.39,0,0,270.2592943,291.6515024943138
962,2,6,631.54,0,1,1,32046.17,2,1,821.5718157000001,781.5446461683164
963,2,6,783.75,1,1,1,8970.35,0,1,768.0457556,752.1352700034143
964,0,7,602.31,0,0,1,9072.79,1,0,418.44432989999996,394.0651253777116
965,3,0,1060.11,0,1,1,33817.84,1,1,656.168438,648.5389168263445
966,2,2,762.18,1,1,0,35141.26,2,1,786.3179031000001,879.8814572241603
967,3,8,824.74,1,1,1,23400.22,1,0,682.4282341,603.2166617172355
968,3,4,615.35,0,1,0,33954.6,2,1,725.9703135,716.2409163342388
969,2,6,996.64,0,0,0,21220.11,0,1,495.153671,466.5234950757279
970,2,3,903.62,1,1,1,38243.86,0,1,793.3423112,765.3419885797093
971,2,5,686.9,1,1,0,29489.46,2,1,937.6211463,878.5018329388374
972,2,4,976.34,0,0,0,3507.86,1,1,477.76147879999996,534.1697725751051
973,2,7,729.12,0,1,0,29066.2,0,1,655.2151632,556.211210544553
974,3,3,829.61,0,1,0,29728.82,1,1,568.0921031,585.98015620061
975,1,8,909.63,1,1,1,10084.09,1,1,853.4426696,824.9412814516614
976,2,8,748.83,0,0,0,12819.36,2,0,329.45532460000004,385.23256483317584
977,2,2,1025.77,0,1,1,24293.56,2,0,476.6830107,510.97984039149276
978,4,7,1049.08,1,1,0,33978.15,0,1,796.1320637,695.3836360843952
979,2,7,818.59,1,0,0,32710.94,0,1,542.1299240000001,630.5961654810272
980,1,7,998.02,1,1,0,11903.62,2,1,814.3627199,871.320003215132
981,0,5,787.6,0,1,0,26472.36,2,1,659.0702207,689.9725797161773
982,3,4,671.4,0,1,1,30461.42,0,0,313.4620194,346.25435919815504
983,2,4,925.83,0,1,0,36063.58,2,0,474.69522989999996,488.40980814439405
984,2,4,721.09,0,1,0,37586.7,1,0,478.10379580000006,372.1242846374694
985,3,5,621.65,0,1,0,36867.11,1,1,688.1521362999999,619.5801159343714
986,3,5,904.32,0,1,1,22728.0,1,0,538.103211,435.26080972966054
987,2,3,734.66,0,1,0,15053.63,1,1,517.9757247,574.54121684129
988,1,5,652.64,1,1,1,35364.15,1,1,784.2329099,824.6762508970505
989,3,4,944.11,1,1,0,33446.94,1,1,898.5794256000001,831.6354095133725
990,1,6,678.34,0,0,1,39175.03,0,1,615.4819558999999,466.5957292872585
991,2,7,666.42,0,1,1,13412.74,0,0,332.5594177,358.67102704618816
992,1,4,602.24,1,1,0,43077.89,1,1,721.6156407000001,812.0573527137412
993,3,4,872.51,0,1,1,13887.45,0,1,495.8442857,566.8182036596163
994,2,6,816.3,0,1,1,39795.94,1,0,528.4521069,447.3462463161224
995,3,0,991.31,0,1,0,12687.26,1,1,655.8701112000001,602.5234428886677
996,2,5,847.97,0,1,0,39502.92,0,0,354.4726932,260.6200144213961
997,2,4,660.94,1,0,0,10145.17,0,1,568.6605495,626.3608073247137
998,1,1,814.75,0,1,1,15535.05,0,1,653.4233136,562.9052132432901
999,1,6,835.43,0,0,0,22204.0,0,1,537.8010046,466.5234950757279
