,Date,HolidayFlag,DayOfWeek,WeekOfYear,Day,Month,Year,HalfHourPeriod,ForecastWindProduction,NationalLoadForecast,PriceForecast$,Temperature C,Windspeed km/h,CO2Intensity g/kWh,WindProduction MWh,NationalSystemLoad MWh,Price $
19640,2012-12-14 05:00:00,0,4,50,14,12,2012,10,1273.17,3343.63,37.38,8.0,31.5,442.2,959.0,2847.94,61.14
19641,2012-12-14 05:30:00,0,4,50,14,12,2012,11,1210.65,3368.44,37.38,9.0,25.9,455.04,861.0,2902.11,61.14
19642,2012-12-14 06:00:00,0,4,50,14,12,2012,12,1141.24,3580.67,39.64,9.0,14.8,506.59,801.0,3102.76,37.73
19643,2012-12-14 06:30:00,0,4,50,14,12,2012,13,1109.99,3869.1,41.07,9.0,9.3,522.57,764.0,3351.07,39.64
19644,2012-12-14 07:00:00,0,4,50,14,12,2012,14,1071.28,4288.1,51.44,9.0,7.4,509.29,753.0,3854.27,52.9
19645,2012-12-14 07:30:00,0,4,50,14,12,2012,15,1030.23,4728.07,52.95,8.0,9.3,512.78,755.0,4289.27,53.79
19646,2012-12-14 08:00:00,0,4,50,14,12,2012,16,987.18,4920.18,53.79,8.0,9.3,498.13,759.0,4546.55,55.61
19647,2012-12-14 08:30:00,0,4,50,14,12,2012,17,942.4,5000.5,53.83,8.0,14.8,505.18,808.0,4616.63,56.95
19648,2012-12-14 09:00:00,0,4,50,14,12,2012,18,892.24,5067.14,53.83,8.0,16.7,504.87,766.0,4788.03,57.64
19649,2012-12-14 09:30:00,0,4,50,14,12,2012,19,847.07,5210.09,53.83,7.0,18.5,506.48,692.0,4879.69,57.87
19650,2012-12-14 10:00:00,0,4,50,14,12,2012,20,791.49,5236.37,58.68,6.0,18.5,503.39,637.0,4914.14,57.87
19651,2012-12-14 10:30:00,0,4,50,14,12,2012,21,730.24,5240.85,58.68,6.0,16.7,515.06,551.0,4929.72,57.86
19652,2012-12-14 11:00:00,0,4,50,14,12,2012,22,666.77,5225.22,58.68,7.0,18.5,508.32,481.0,4924.77,57.83
19654,2012-12-14 12:00:00,0,4,50,14,12,2012,24,544.74,5165.2,58.68,8.0,16.7,508.65,439.0,4926.77,57.83
19655,2012-12-14 12:30:00,0,4,50,14,12,2012,25,520.35,5186.47,58.68,8.0,18.5,516.89,446.0,4953.49,57.83
19656,2012-12-14 13:00:00,0,4,50,14,12,2012,26,499.88,5149.41,58.68,8.0,13.0,511.54,422.0,4895.69,57.83
19657,2012-12-14 13:30:00,0,4,50,14,12,2012,27,484.76,5093.18,58.68,8.0,14.8,520.95,403.0,4817.55,57.83
19658,2012-12-14 14:00:00,0,4,50,14,12,2012,28,477.98,5079.19,53.83,9.0,18.5,523.0,396.0,4837.28,57.83
19659,2012-12-14 14:30:00,0,4,50,14,12,2012,29,479.43,5126.82,58.68,8.0,20.4,524.54,403.0,4841.21,57.83
19660,2012-12-14 15:00:00,0,4,50,14,12,2012,30,483.99,5150.81,58.68,8.0,25.9,523.7,360.0,4872.11,57.83
19661,2012-12-14 15:30:00,0,4,50,14,12,2012,31,484.06,5262.0,58.68,7.0,16.7,521.66,372.0,4960.32,57.85
19662,2012-12-14 16:00:00,0,4,50,14,12,2012,32,488.92,5399.67,177.36,7.0,14.8,527.2,413.0,5158.91,57.85
19663,2012-12-14 16:30:00,0,4,50,14,12,2012,33,496.66,5824.44,177.36,6.0,13.0,530.16,402.0,5477.16,62.64
19666,2012-12-14 18:00:00,0,4,50,14,12,2012,36,463.42,6035.75,177.38,5.0,11.1,526.18,423.0,5573.85,62.63
19667,2012-12-14 18:30:00,0,4,50,14,12,2012,37,475.97,5874.31,177.36,5.0,13.0,517.2,438.0,5442.9,62.61
19668,2012-12-14 19:00:00,0,4,50,14,12,2012,38,489.74,5717.28,177.36,5.0,14.8,506.22,455.0,5335.83,57.83
19669,2012-12-14 19:30:00,0,4,50,14,12,2012,39,505.29,5664.44,177.36,4.0,16.7,505.96,470.0,5211.97,57.83
19670,2012-12-14 20:00:00,0,4,50,14,12,2012,40,522.46,5503.89,58.68,5.0,20.4,505.89,494.0,5034.36,57.83
19671,2012-12-14 20:30:00,0,4,50,14,12,2012,41,541.14,5335.65,58.68,5.0,18.5,511.46,475.0,4876.25,57.83
19672,2012-12-14 21:00:00,0,4,50,14,12,2012,42,561.48,5226.41,53.83,5.0,18.5,514.0,498.0,4736.31,57.83
19673,2012-12-14 21:30:00,0,4,50,14,12,2012,43,575.98,5056.86,53.83,6.0,16.7,531.21,454.0,4536.55,56.48
19674,2012-12-14 22:00:00,0,4,50,14,12,2012,44,591.14,4841.07,53.83,6.0,18.5,542.3,480.0,4304.85,53.82
19675,2012-12-14 22:30:00,0,4,50,14,12,2012,45,607.04,4640.87,53.83,6.0,13.0,542.86,531.0,4159.98,52.95
19676,2012-12-14 23:00:00,0,4,50,14,12,2012,46,623.98,4423.5,52.84,5.0,11.1,552.4,504.0,4193.4,53.82
19677,2012-12-14 23:30:00,0,4,50,14,12,2012,47,641.5,4399.42,52.84,5.0,11.1,544.97,515.0,3999.59,52.78
19678,2012-12-15 00:00:00,0,5,50,15,12,2012,0,659.84,4210.38,51.44,6.0,14.8,552.02,587.0,3752.19,52.78
19679,2012-12-15 00:30:00,0,5,50,15,12,2012,1,669.14,3986.9,42.78,6.0,16.7,569.75,643.0,3539.63,40.85
19680,2012-12-15 01:00:00,0,5,50,15,12,2012,2,678.51,3818.29,39.64,7.0,18.5,596.1,599.0,3395.54,37.29
19681,2012-12-15 01:30:00,0,5,50,15,12,2012,3,687.71,3681.67,37.29,6.0,22.2,571.33,643.0,3250.24,37.29
19682,2012-12-15 02:00:00,0,5,50,15,12,2012,4,697.03,3550.51,37.29,6.0,20.4,554.56,662.0,3145.47,36.94
19683,2012-12-15 02:30:00,0,5,50,15,12,2012,5,704.94,3452.97,37.29,6.0,20.4,522.75,691.0,3027.18,36.16
19684,2012-12-15 03:00:00,0,5,50,15,12,2012,6,713.06,3359.4,37.29,6.0,20.4,486.78,756.0,2973.37,37.73
19685,2012-12-15 03:30:00,0,5,50,15,12,2012,7,720.32,3360.54,37.29,6.0,20.4,491.77,726.0,2929.03,36.94
19686,2012-12-15 04:00:00,0,5,50,15,12,2012,8,727.18,3293.96,36.94,7.0,24.1,475.5,742.0,2888.73,36.94
19687,2012-12-15 04:30:00,0,5,50,15,12,2012,9,734.29,3257.64,36.94,6.0,24.1,490.13,655.0,2851.95,36.94
19688,2012-12-15 05:00:00,0,5,50,15,12,2012,10,741.71,3272.39,37.29,6.0,22.2,501.13,681.0,2836.52,37.29
19689,2012-12-15 05:30:00,0,5,50,15,12,2012,11,749.31,3247.63,36.16,6.0,16.7,504.91,656.0,2833.72,34.33
19690,2012-12-15 06:00:00,0,5,50,15,12,2012,12,757.07,3309.03,46.91,6.0,18.5,526.71,565.0,2957.92,41.17
19691,2012-12-15 06:30:00,0,5,50,15,12,2012,13,753.85,3390.64,46.91,6.0,18.5,550.07,553.0,3020.54,41.17
19692,2012-12-15 07:00:00,0,5,50,15,12,2012,14,749.41,3539.89,49.38,6.0,16.7,560.99,556.0,3188.29,41.17
19693,2012-12-15 07:30:00,0,5,50,15,12,2012,15,745.1,3726.64,49.38,6.0,16.7,583.72,512.0,3369.51,49.52
19694,2012-12-15 08:00:00,0,5,50,15,12,2012,16,741.11,3809.11,49.38,6.0,13.0,572.32,491.0,3519.15,51.06
19695,2012-12-15 08:30:00,0,5,50,15,12,2012,17,737.37,3981.77,50.16,5.0,11.1,562.1,500.0,3679.26,51.52
19696,2012-12-15 09:00:00,0,5,50,15,12,2012,18,733.96,4226.83,52.23,5.0,14.8,587.03,459.0,3947.33,52.38
19697,2012-12-15 09:30:00,0,5,50,15,12,2012,19,737.05,4468.67,52.96,6.0,13.0,579.72,424.0,4105.88,53.11
19698,2012-12-15 10:00:00,0,5,50,15,12,2012,20,739.56,4633.22,53.28,6.0,14.8,570.97,443.0,4229.29,53.57
19699,2012-12-15 10:30:00,0,5,50,15,12,2012,21,737.69,4733.83,53.33,7.0,14.8,553.49,472.0,4297.14,53.62
19700,2012-12-15 11:00:00,0,5,50,15,12,2012,22,732.24,4753.24,53.33,8.0,13.0,550.3,443.0,4349.32,53.62
19701,2012-12-15 11:30:00,0,5,50,15,12,2012,23,725.81,4790.23,53.33,8.0,11.1,543.35,470.0,4331.9,53.57
19702,2012-12-15 12:00:00,0,5,50,15,12,2012,24,717.98,4756.82,53.33,9.0,22.2,532.31,507.0,4329.07,53.57
19703,2012-12-15 12:30:00,0,5,50,15,12,2012,25,717.54,4799.67,53.33,9.0,22.2,532.53,527.0,4319.17,53.57
19704,2012-12-15 13:00:00,0,5,50,15,12,2012,26,716.82,4788.07,53.33,9.0,18.5,540.71,528.0,4253.07,53.57
19705,2012-12-15 13:30:00,0,5,50,15,12,2012,27,715.86,4743.35,53.28,9.0,25.9,532.8,521.0,4183.9,52.38
19706,2012-12-15 14:00:00,0,5,50,15,12,2012,28,714.74,4640.33,52.96,9.0,25.9,534.55,493.0,4141.23,52.38
19707,2012-12-15 14:30:00,0,5,50,15,12,2012,29,713.59,4653.7,52.96,9.0,25.9,530.11,534.0,4132.24,52.38
19708,2012-12-15 15:00:00,0,5,50,15,12,2012,30,712.17,4659.86,52.96,8.0,20.4,530.35,536.0,4146.06,52.38
19709,2012-12-15 15:30:00,0,5,50,15,12,2012,31,709.25,4765.67,53.28,8.0,18.5,539.63,480.0,4235.35,52.38
19710,2012-12-15 16:00:00,0,5,50,15,12,2012,32,705.98,5003.46,53.28,7.0,16.7,536.66,520.0,4496.05,53.57
19711,2012-12-15 16:30:00,0,5,50,15,12,2012,33,701.8,5523.43,70.54,7.0,20.4,524.65,476.0,4919.2,58.89
19715,2012-12-15 18:30:00,0,5,50,15,12,2012,37,630.47,5751.34,70.54,6.0,20.4,478.8,548.0,5091.51,58.89
19716,2012-12-15 19:00:00,0,5,50,15,12,2012,38,645.53,5584.52,70.54,5.0,16.7,484.44,510.0,4915.97,58.89
19717,2012-12-15 19:30:00,0,5,50,15,12,2012,39,660.87,5415.53,58.61,5.0,16.7,482.49,543.0,4763.49,58.88
19718,2012-12-15 20:00:00,0,5,50,15,12,2012,40,676.49,5248.58,58.6,6.0,20.4,507.03,512.0,4603.19,53.81
19719,2012-12-15 20:30:00,0,5,50,15,12,2012,41,692.43,5087.88,53.33,6.0,18.5,502.96,545.0,4459.71,53.81
19720,2012-12-15 21:00:00,0,5,50,15,12,2012,42,708.73,4957.9,53.33,6.0,16.7,511.56,550.0,4347.56,53.57
19721,2012-12-15 21:30:00,0,5,50,15,12,2012,43,699.8,4739.47,53.28,5.0,14.8,528.97,565.0,4179.14,53.57
19722,2012-12-15 22:00:00,0,5,50,15,12,2012,44,690.84,4627.61,53.28,5.0,16.7,556.12,560.0,3984.11,51.64
19723,2012-12-15 22:30:00,0,5,50,15,12,2012,45,681.83,4491.62,53.28,5.0,14.8,549.24,645.0,3861.63,51.56
19724,2012-12-15 23:00:00,0,5,50,15,12,2012,46,672.75,4298.47,52.23,3.0,11.1,547.81,608.0,3946.1,51.62
19725,2012-12-15 23:30:00,0,5,50,15,12,2012,47,663.43,4300.5,52.23,4.0,13.0,537.12,605.0,3828.78,51.55
19726,2012-12-16 00:00:00,0,6,50,16,12,2012,0,654.52,4050.9,50.92,5.0,18.5,557.79,573.0,3657.53,51.6
19727,2012-12-16 00:30:00,0,6,50,16,12,2012,1,646.62,3909.06,42.42,5.0,14.8,566.83,610.0,3447.25,51.4
19728,2012-12-16 01:00:00,0,6,50,16,12,2012,2,638.78,3772.89,40.64,6.0,20.4,582.88,661.0,3308.46,51.4
19729,2012-12-16 01:30:00,0,6,50,16,12,2012,3,631.01,3595.59,42.42,6.0,18.5,559.36,713.0,3161.14,41.17
19730,2012-12-16 02:00:00,0,6,50,16,12,2012,4,623.33,3466.0,37.29,6.0,16.7,500.76,770.0,3035.73,41.17
19731,2012-12-16 02:30:00,0,6,50,16,12,2012,5,615.73,3374.86,37.29,7.0,20.4,523.01,646.0,2931.49,41.17
19732,2012-12-16 03:00:00,0,6,50,16,12,2012,6,608.22,3272.73,37.29,6.0,16.7,532.43,649.0,2857.45,39.61
19733,2012-12-16 03:30:00,0,6,50,16,12,2012,7,605.65,3218.15,37.29,6.0,13.0,487.73,728.0,2804.3,37.28
19734,2012-12-16 04:00:00,0,6,50,16,12,2012,8,603.16,3185.87,37.29,5.0,13.0,483.62,737.0,2768.7,37.28
19735,2012-12-16 04:30:00,0,6,50,16,12,2012,9,600.64,3143.87,34.77,6.0,14.8,461.88,780.0,2721.04,37.27
19736,2012-12-16 05:00:00,0,6,50,16,12,2012,10,598.05,3230.18,39.47,7.0,18.5,474.31,792.0,2697.69,37.27
19737,2012-12-16 05:30:00,0,6,50,16,12,2012,11,595.35,3182.92,37.29,7.0,16.7,476.3,765.0,2680.51,37.28
19738,2012-12-16 06:00:00,0,6,50,16,12,2012,12,592.57,3070.6,37.73,7.0,14.8,464.73,781.0,2795.09,37.45
19739,2012-12-16 06:30:00,0,6,50,16,12,2012,13,599.38,3102.07,37.73,7.0,22.2,477.0,744.0,2781.78,37.45
19740,2012-12-16 07:00:00,0,6,50,16,12,2012,14,606.02,3179.07,37.73,6.0,14.8,492.65,685.0,2867.61,37.45
19741,2012-12-16 07:30:00,0,6,50,16,12,2012,15,612.61,3250.08,37.73,7.0,13.0,493.84,721.0,2926.6,37.73
19742,2012-12-16 08:00:00,0,6,50,16,12,2012,16,619.29,3278.94,37.73,7.0,14.8,484.66,739.0,2988.61,37.45
19743,2012-12-16 08:30:00,0,6,50,16,12,2012,17,625.96,3359.67,37.73,7.0,20.4,472.27,747.0,3091.21,37.45
19744,2012-12-16 09:00:00,0,6,50,16,12,2012,18,632.77,3554.07,37.73,7.0,14.8,461.83,746.0,3337.23,51.53
19745,2012-12-16 09:30:00,0,6,50,16,12,2012,19,647.54,3750.33,43.61,8.0,22.2,487.9,772.0,3548.61,51.53
19746,2012-12-16 10:00:00,0,6,50,16,12,2012,20,661.62,3975.63,51.53,8.0,20.4,508.89,785.0,3758.07,51.53
19747,2012-12-16 10:30:00,0,6,50,16,12,2012,21,671.97,4164.29,53.07,7.0,27.8,535.32,789.0,3893.41,53.07
19748,2012-12-16 11:00:00,0,6,50,16,12,2012,22,679.37,4323.29,61.29,8.0,22.2,548.94,781.0,4040.92,74.86
19749,2012-12-16 11:30:00,0,6,50,16,12,2012,23,684.76,4449.64,65.21,8.0,24.1,547.61,736.0,4100.29,77.38
19750,2012-12-16 12:00:00,0,6,50,16,12,2012,24,687.89,4533.35,65.21,8.0,24.1,527.57,842.0,4211.45,78.2
19751,2012-12-16 12:30:00,0,6,50,16,12,2012,25,692.91,4665.33,65.42,8.0,27.8,520.9,793.0,4309.15,78.2
19752,2012-12-16 13:00:00,0,6,50,16,12,2012,26,698.03,4660.84,65.42,6.0,24.1,514.32,840.0,4293.68,78.2
19753,2012-12-16 13:30:00,0,6,50,16,12,2012,27,702.62,4610.57,65.21,8.0,24.1,518.82,789.0,4224.83,78.2
19754,2012-12-16 14:00:00,0,6,50,16,12,2012,28,706.7,4539.21,65.21,7.0,22.2,520.5,792.0,4169.74,78.2
19755,2012-12-16 14:30:00,0,6,50,16,12,2012,29,710.47,4508.93,65.21,6.0,20.4,529.4,725.0,4153.61,78.2
19756,2012-12-16 15:00:00,0,6,50,16,12,2012,30,713.53,4488.68,65.24,6.0,20.4,538.49,687.0,4129.22,78.2
19757,2012-12-16 15:30:00,0,6,50,16,12,2012,31,740.08,4536.09,65.24,6.0,20.4,529.74,732.0,4184.39,78.2
19758,2012-12-16 16:00:00,0,6,50,16,12,2012,32,765.12,4754.62,65.45,6.0,18.5,526.21,734.0,4445.02,78.2
19759,2012-12-16 16:30:00,0,6,50,16,12,2012,33,786.48,5057.18,107.15,7.0,22.2,514.72,757.0,4749.73,78.63
19764,2012-12-16 19:00:00,0,6,50,16,12,2012,38,833.21,5241.65,107.15,6.0,24.1,491.71,614.0,4856.3,78.63
19765,2012-12-16 19:30:00,0,6,50,16,12,2012,39,826.65,5164.7,107.15,6.0,18.5,495.35,658.0,4784.12,81.43
19766,2012-12-16 20:00:00,0,6,50,16,12,2012,40,820.51,5030.75,107.15,6.0,18.5,509.91,651.0,4663.26,85.44
19767,2012-12-16 20:30:00,0,6,50,16,12,2012,41,814.95,4870.55,106.53,5.0,13.0,514.28,612.0,4549.47,78.41
19768,2012-12-16 21:00:00,0,6,50,16,12,2012,42,809.77,4766.14,65.43,5.0,14.8,520.22,655.0,4429.19,78.41
19769,2012-12-16 21:30:00,0,6,50,16,12,2012,43,813.92,4666.52,65.43,5.0,14.8,530.15,606.0,4226.98,78.2
19770,2012-12-16 22:00:00,0,6,50,16,12,2012,44,818.94,4488.04,65.22,4.0,9.3,551.98,615.0,4009.83,76.19
19771,2012-12-16 22:30:00,0,6,50,16,12,2012,45,824.84,4270.29,61.63,5.0,13.0,550.45,646.0,3902.56,76.05
19772,2012-12-16 23:00:00,0,6,50,16,12,2012,46,830.99,4159.63,61.02,6.0,14.8,553.71,685.0,3915.54,76.05
19773,2012-12-16 23:30:00,0,6,50,16,12,2012,47,837.12,4084.73,58.93,5.0,13.0,548.11,656.0,3722.86,57.99
19774,2012-12-17 00:00:00,0,0,51,17,12,2012,0,842.9,3851.09,45.74,5.0,14.8,563.37,693.0,3491.77,57.23
19775,2012-12-17 00:30:00,0,0,51,17,12,2012,1,853.21,3681.81,45.74,5.0,16.7,546.36,659.0,3302.11,56.95
19776,2012-12-17 01:00:00,0,0,51,17,12,2012,2,864.03,3514.6,45.74,5.0,16.7,517.14,762.0,3185.79,56.95
19777,2012-12-17 01:30:00,0,0,51,17,12,2012,3,875.38,3402.91,45.39,5.0,14.8,492.53,773.0,3069.15,56.88
19778,2012-12-17 02:00:00,0,0,51,17,12,2012,4,886.65,3305.02,45.39,5.0,14.8,502.31,794.0,2969.5,56.88
19779,2012-12-17 02:30:00,0,0,51,17,12,2012,5,898.23,3217.27,45.39,5.0,20.4,495.78,760.0,2904.64,56.88
19780,2012-12-17 03:00:00,0,0,51,17,12,2012,6,909.35,3173.44,45.39,5.0,20.4,500.55,724.0,2854.3,56.88
19781,2012-12-17 03:30:00,0,0,51,17,12,2012,7,904.49,3153.73,45.39,5.0,20.4,469.28,686.0,2865.28,56.88
19782,2012-12-17 04:00:00,0,0,51,17,12,2012,8,898.46,3148.95,45.39,4.0,16.7,478.16,743.0,2857.68,56.88
19783,2012-12-17 04:30:00,0,0,51,17,12,2012,9,891.71,3115.2,45.04,5.0,18.5,507.86,658.0,2847.55,56.88
19784,2012-12-17 05:00:00,0,0,51,17,12,2012,10,884.6,3170.59,45.74,5.0,16.7,510.6,745.0,2881.47,56.88
19785,2012-12-17 05:30:00,0,0,51,17,12,2012,11,876.85,3237.12,45.74,5.0,20.4,507.93,800.0,2945.68,56.88
19786,2012-12-17 06:00:00,0,0,51,17,12,2012,12,868.09,3373.99,35.6,5.0,20.4,551.23,753.0,3173.77,39.62
19787,2012-12-17 06:30:00,0,0,51,17,12,2012,13,869.68,3675.34,38.49,5.0,18.5,580.58,727.0,3410.81,40.95
19788,2012-12-17 07:00:00,0,0,51,17,12,2012,14,869.99,4130.76,51.14,5.0,24.1,576.83,780.0,3912.04,51.15
19789,2012-12-17 07:30:00,0,0,51,17,12,2012,15,869.67,4666.75,53.68,4.0,18.5,540.62,796.0,4360.49,51.87
19790,2012-12-17 08:00:00,0,0,51,17,12,2012,16,869.21,4987.63,58.51,4.0,20.4,510.36,784.0,4629.67,53.75
19811,2012-12-17 18:30:00,0,0,51,17,12,2012,37,629.18,6078.05,108.09,8.0,25.9,454.42,644.0,5636.46,78.27
19812,2012-12-17 19:00:00,0,0,51,17,12,2012,38,609.73,5942.53,108.09,8.0,25.9,459.82,651.0,5534.76,78.27
19813,2012-12-17 19:30:00,0,0,51,17,12,2012,39,589.72,5885.69,108.08,8.0,29.6,462.25,614.0,5441.7,78.27
19814,2012-12-17 20:00:00,0,0,51,17,12,2012,40,569.23,5716.62,108.08,7.0,24.1,468.61,542.0,5311.39,78.27
19815,2012-12-17 20:30:00,0,0,51,17,12,2012,41,549.05,5567.21,101.64,7.0,24.1,479.01,531.0,5173.86,78.36
19816,2012-12-17 21:00:00,0,0,51,17,12,2012,42,529.08,5402.14,83.41,8.0,24.1,485.13,458.0,5039.97,73.66
19817,2012-12-17 21:30:00,0,0,51,17,12,2012,43,473.98,5185.88,58.5,7.0,14.8,499.66,411.0,4829.59,73.42
19818,2012-12-17 22:00:00,0,0,51,17,12,2012,44,419.57,4956.71,53.68,7.0,13.0,518.3,415.0,4561.67,68.03
19823,2012-12-18 00:30:00,0,1,51,18,12,2012,1,197.1,3899.99,51.14,7.0,11.1,596.85,236.0,3602.64,54.0
19824,2012-12-18 01:00:00,0,1,51,18,12,2012,2,164.8,3765.3,50.18,7.0,14.8,628.05,210.0,3477.56,54.0
19825,2012-12-18 01:30:00,0,1,51,18,12,2012,3,144.1,3619.16,40.96,6.0,11.1,645.32,141.0,3377.6,54.0
19826,2012-12-18 02:00:00,0,1,51,18,12,2012,4,124.1,3511.21,40.96,7.0,5.6,648.59,107.0,3295.58,54.0
19827,2012-12-18 02:30:00,0,1,51,18,12,2012,5,108.3,3409.58,40.96,6.0,7.4,659.01,110.0,3231.08,54.0
19828,2012-12-18 03:00:00,0,1,51,18,12,2012,6,95.7,3353.59,40.96,6.0,11.1,664.15,98.0,3191.21,51.53
19829,2012-12-18 03:30:00,0,1,51,18,12,2012,7,87.9,3322.46,40.96,6.0,11.1,665.38,65.0,3173.29,51.53
19830,2012-12-18 04:00:00,0,1,51,18,12,2012,8,81.5,3297.63,40.96,5.0,7.4,666.33,52.0,3161.3,51.53
19831,2012-12-18 04:30:00,0,1,51,18,12,2012,9,77.7,3271.46,40.96,5.0,5.6,670.37,42.0,3148.38,51.53
19832,2012-12-18 05:00:00,0,1,51,18,12,2012,10,72.7,3272.77,40.96,6.0,3.7,695.28,35.0,3175.26,54.0
19833,2012-12-18 05:30:00,0,1,51,18,12,2012,11,69.3,3348.81,42.74,6.0,1.9,686.63,22.0,3238.43,54.0
19834,2012-12-18 06:00:00,0,1,51,18,12,2012,12,66.4,3456.13,46.83,6.0,5.6,657.64,21.0,3459.26,51.98
19846,2012-12-18 12:00:00,0,1,51,18,12,2012,24,279.1,5247.91,84.02,7.0,13.0,512.38,376.0,5029.76,56.76
19847,2012-12-18 12:30:00,0,1,51,18,12,2012,25,333.2,5250.16,83.71,8.0,16.7,502.16,473.0,4976.19,56.76
19848,2012-12-18 13:00:00,0,1,51,18,12,2012,26,389.3,5225.31,80.92,8.0,18.5,501.65,524.0,4867.12,56.76
19849,2012-12-18 13:30:00,0,1,51,18,12,2012,27,447.9,5115.69,74.12,8.0,20.4,510.23,572.0,4762.16,55.68
19850,2012-12-18 14:00:00,0,1,51,18,12,2012,28,507.6,5119.53,71.97,8.0,22.2,509.43,597.0,4763.22,54.41
19851,2012-12-18 14:30:00,0,1,51,18,12,2012,29,567.1,5161.73,72.16,8.0,20.4,500.55,685.0,4772.48,53.85
19852,2012-12-18 15:00:00,0,1,51,18,12,2012,30,628.5,5181.67,71.16,8.0,22.2,493.44,757.0,4816.71,53.85
19853,2012-12-18 15:30:00,0,1,51,18,12,2012,31,692.1,5279.36,73.51,8.0,22.2,498.13,786.0,4905.87,54.14
19854,2012-12-18 16:00:00,0,1,51,18,12,2012,32,758.3,5523.85,79.67,7.0,22.2,478.07,891.0,5202.51,56.76
19855,2012-12-18 16:30:00,0,1,51,18,12,2012,33,831.2,5892.78,84.02,6.0,22.2,452.7,955.0,5546.64,56.76
19856,2012-12-18 17:00:00,0,1,51,18,12,2012,34,901.9,6174.25,140.63,7.0,24.1,432.49,1015.0,5675.78,56.76
19857,2012-12-18 17:30:00,0,1,51,18,12,2012,35,967.1,6222.17,140.63,7.0,22.2,421.57,1058.0,5693.88,56.76
19858,2012-12-18 18:00:00,0,1,51,18,12,2012,36,1029.2,6137.43,140.63,8.0,25.9,420.37,1104.0,5551.7,55.48
19859,2012-12-18 18:30:00,0,1,51,18,12,2012,37,1084.1,6001.9,127.64,8.0,25.9,428.54,1162.0,5373.18,55.4
19860,2012-12-18 19:00:00,0,1,51,18,12,2012,38,1136.5,5863.28,114.76,8.0,31.5,440.23,1205.0,5250.82,55.4
19861,2012-12-18 19:30:00,0,1,51,18,12,2012,39,1184.3,5826.58,114.76,8.0,31.5,439.66,1226.0,5132.35,55.4
19862,2012-12-18 20:00:00,0,1,51,18,12,2012,40,1230.0,5699.45,109.74,8.0,33.3,450.2,1288.0,4987.77,54.17
19863,2012-12-18 20:30:00,0,1,51,18,12,2012,41,1271.8,5478.63,53.13,8.0,33.3,442.61,1358.0,4873.16,53.85
19864,2012-12-18 21:00:00,0,1,51,18,12,2012,42,1312.6,5384.95,53.06,8.0,37.0,437.65,1386.0,4700.74,53.45
19865,2012-12-18 21:30:00,0,1,51,18,12,2012,43,1347.9,5182.28,53.06,8.0,38.9,452.12,1399.0,4471.23,40.26
19866,2012-12-18 22:00:00,0,1,51,18,12,2012,44,1381.9,4983.82,51.57,8.0,38.9,439.75,1436.0,4199.5,39.01
19867,2012-12-18 22:30:00,0,1,51,18,12,2012,45,1412.0,4684.46,51.57,8.0,42.6,389.45,1460.0,3982.1,39.01
19868,2012-12-18 23:00:00,0,1,51,18,12,2012,46,1440.6,4501.91,51.57,8.0,46.3,374.53,1492.0,3938.02,38.81
19869,2012-12-18 23:30:00,0,1,51,18,12,2012,47,1458.7,4407.32,51.57,9.0,42.6,345.06,1493.0,3714.46,38.47
19870,2012-12-19 00:00:00,0,2,51,19,12,2012,0,1478.6,3999.38,40.71,9.0,48.2,326.47,1478.0,3465.6,26.42
19871,2012-12-19 00:30:00,0,2,51,19,12,2012,1,1495.4,3790.59,38.49,9.0,44.4,321.72,1472.0,3257.17,34.02
19873,2012-12-19 01:30:00,0,2,51,19,12,2012,3,1518.2,3520.26,36.7,9.0,50.0,325.7,1406.0,3042.46,26.42
19874,2012-12-19 02:00:00,0,2,51,19,12,2012,4,1523.7,3453.32,36.7,9.0,46.3,339.42,1382.0,2945.83,20.45
19875,2012-12-19 02:30:00,0,2,51,19,12,2012,5,1519.6,3358.73,34.51,9.0,48.2,342.13,1301.0,2868.14,1.77
19876,2012-12-19 03:00:00,0,2,51,19,12,2012,6,1510.3,3312.66,32.25,9.0,50.0,337.58,1298.0,2822.86,1.77
19878,2012-12-19 04:00:00,0,2,51,19,12,2012,8,1449.0,3247.87,36.7,10.0,44.4,353.29,1261.0,2795.78,15.33
19879,2012-12-19 04:30:00,0,2,51,19,12,2012,9,1383.9,3227.92,36.26,10.0,37.0,332.63,1188.0,2787.11,20.02
19880,2012-12-19 05:00:00,0,2,51,19,12,2012,10,1317.5,3233.29,35.7,10.0,33.3,339.41,1173.0,2785.75,20.55
19881,2012-12-19 05:30:00,0,2,51,19,12,2012,11,1246.7,3303.16,38.49,10.0,20.4,352.72,1144.0,2852.05,34.02
19882,2012-12-19 06:00:00,0,2,51,19,12,2012,12,1180.6,3453.44,38.38,11.0,18.5,406.28,1059.0,3059.74,38.38
19883,2012-12-19 06:30:00,0,2,51,19,12,2012,13,1130.2,3755.81,46.67,11.0,18.5,432.18,988.0,3328.68,46.66
19884,2012-12-19 07:00:00,0,2,51,19,12,2012,14,1081.1,4241.65,51.54,10.0,13.0,431.15,926.0,3824.64,53.21
19885,2012-12-19 07:30:00,0,2,51,19,12,2012,15,1033.5,4713.03,51.63,10.0,9.3,420.96,870.0,4240.41,55.99
19886,2012-12-19 08:00:00,0,2,51,19,12,2012,16,987.4,5009.56,53.14,9.0,11.1,419.66,847.0,4528.06,54.5
